https://www.govinfo.gov/app/details/PPP-2002-book1	Bush, George W.	Public Papers of the Presidents of the United States: George W. Bush (2002, Book I)	2002-01-01	2002-06-30	https://www.govinfo.gov/content/pkg/PPP-2002-book1/pdf/PPP-2002-book1.pdf	2002-01-01_2002-06-30_bush-g.pdf
https://www.govinfo.gov/app/details/PPP-1999-book1	Clinton, William J.	Public Papers of the Presidents of the United States: William J. Clinton (1999, Book I)	1999-01-01	1999-06-30	https://www.govinfo.gov/content/pkg/PPP-1999-book1/pdf/PPP-1999-book1.pdf	1999-01-01_1999-06-30_clinton-w.pdf
https://www.govinfo.gov/app/details/PPP-1998-book2	Clinton, William J.	Public Papers of the Presidents of the United States: William J. Clinton (1998, Book II)	1998-07-01	1998-12-31	https://www.govinfo.gov/content/pkg/PPP-1998-book2/pdf/PPP-1998-book2.pdf	1998-07-01_1998-12-31_clinton-w.pdf
https://www.govinfo.gov/app/details/PPP-1998-book1	Clinton, William J.	Public Papers of the Presidents of the United States: William J. Clinton (1998, Book I)	1998-01-01	1998-06-30	https://www.govinfo.gov/content/pkg/PPP-1998-book1/pdf/PPP-1998-book1.pdf	1998-01-01_1998-06-30_clinton-w.pdf
https://www.govinfo.gov/app/details/PPP-2000-book1	Clinton, William J.	Public Papers of the Presidents of the United States: WILLIAM J. CLINTON (2000, Book I)	2000-01-01	2000-06-26	https://www.govinfo.gov/content/pkg/PPP-2000-book1/pdf/PPP-2000-book1.pdf	2000-01-01_2000-06-26_clinton-w.pdf
https://www.govinfo.gov/app/details/PPP-2006-book1	Bush, George W.	Public Papers of the Presidents of the United States: George W. Bush (2006, Book I)	2006-01-01	2006-06-30	https://www.govinfo.gov/content/pkg/PPP-2006-book1/pdf/PPP-2006-book1.pdf	2006-01-01_2006-06-30_bush-g.pdf
https://www.govinfo.gov/app/details/PPP-2006-book2	Bush, George W.	Public Papers of the Presidents of the United States: George W. Bush (2006, Book II)	2006-07-01	2006-12-31	https://www.govinfo.gov/content/pkg/PPP-2006-book2/pdf/PPP-2006-book2.pdf	2006-07-01_2006-12-31_bush-g.pdf
https://www.govinfo.gov/app/details/PPP-1999-book2	Clinton, William J.	Public Papers of the Presidents of the United States: WILLIAM J. CLINTON (1999, Book II)	1999-07-01	1999-12-31	https://www.govinfo.gov/content/pkg/PPP-1999-book2/pdf/PPP-1999-book2.pdf	1999-07-01_1999-12-31_clinton-w.pdf
https://www.govinfo.gov/app/details/PPP-2007-book2	Bush, George W.	Public Papers of the Presidents of the United States: George W. Bush (2007, Book II)	2007-07-01	2007-12-31	https://www.govinfo.gov/content/pkg/PPP-2007-book2/pdf/PPP-2007-book2.pdf	2007-07-01_2007-12-31_bush-g.pdf
https://www.govinfo.gov/app/details/PPP-2007-book1	Bush, George W.	Public Papers of the Presidents of the United States: George W. Bush (2007, Book I)	2007-01-01	2007-06-30	https://www.govinfo.gov/content/pkg/PPP-2007-book1/pdf/PPP-2007-book1.pdf	2007-01-01_2007-06-30_bush-g.pdf
https://www.govinfo.gov/app/details/PPP-2008-book1	Bush, George W.	Public Papers of the Presidents of the United States: George W. Bush (2008, Book I)	2008-01-01	2008-06-30	https://www.govinfo.gov/content/pkg/PPP-2008-book1/pdf/PPP-2008-book1.pdf	2008-01-01_2008-06-30_bush-g.pdf
https://www.govinfo.gov/app/details/PPP-2008-book2	Bush, George W.	Public Papers of the Presidents of the United States: George W. Bush (2008, Book II)	2008-07-01	2008-12-31	https://www.govinfo.gov/content/pkg/PPP-2008-book2/pdf/PPP-2008-book2.pdf	2008-07-01_2008-12-31_bush-g.pdf
https://www.govinfo.gov/app/details/PPP-2013-book2	Obama, Barack H.	Public Papers of the Presidents of the United States: Barack Obama (2013, Book II)	2013-07-01	2013-12-31	https://www.govinfo.gov/content/pkg/PPP-2013-book2/pdf/PPP-2013-book2.pdf	2013-07-01_2013-12-31_obama-b.pdf
https://www.govinfo.gov/app/details/PPP-2015-book1	Obama, Barack H.	Public Papers of the Presidents of the United States: Barack Obama (2015, Book I)	2015-01-01	2015-06-30	https://www.govinfo.gov/content/pkg/PPP-2015-book1/pdf/PPP-2015-book1.pdf	2015-01-01_2015-06-30_obama-b.pdf
https://www.govinfo.gov/app/details/PPP-2014-book2	Obama, Barack H.	Public Papers of the Presidents of the United States: Barack Obama (2014, Book II)	2014-07-01	2014-12-31	https://www.govinfo.gov/content/pkg/PPP-2014-book2/pdf/PPP-2014-book2.pdf	2014-07-01_2014-12-31_obama-b.pdf
https://www.govinfo.gov/app/details/PPP-2015-book2	Obama, Barack H.	Public Papers of the Presidents of the United States: Barack Obama (2015, Book II)	2015-07-01	2015-12-31	https://www.govinfo.gov/content/pkg/PPP-2015-book2/pdf/PPP-2015-book2.pdf	2015-07-01_2015-12-31_obama-b.pdf
